Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
simple well,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWell.png,NA,15,stone,1,flimsy shovel,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,2754,light gray,FtrWell,NA,811,36,bFSWqMEdNJZBRALME
simple wooden fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceNatural.png,NA,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,11711,brown,ItemFenceNatural,NA,588,656,ZGyfJBiFPk58dPFfn
skateboard wall rack,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSkateboardWall.png,NA,3,skateboard,2,hardwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,50,Wall-mounted,13580,yellow,FtrSkateboardWall,NA,2166,1058,r6WDeiiH3rw65aELw
ski-slope flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGelande00.png,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Floors,4989,blue,RoomTexFloorGelande00,NA,7060,483,obRJkb8TbaWbaBxAt
ski-slope wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallGelande00.png,NA,8,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5498,blue,RoomSpWallGelande00,NA,7050,295,GpPrFGQc3wjpPYh2C
sky-egg outfit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceRibNEggsky0.png,NA,3,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12453,yellow,TopsTexOnepieceRibNEggsky0,NA,8673,686,weRPdpf2rNKk5M6To
sky-egg shell,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatEggsky0.png,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12443,yellow,CapHatEggsky0,NA,8672,685,dvaSzuxBdqGoQsQtn
sky-egg shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesLowcutEggsky0.png,NA,2,sky egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12459,yellow,ShoesLowcutEggsky0,NA,8674,687,EHXPk3QeW6EZy7pF9
sleigh,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSled.png,NA,8,wood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7281,brown,FtrSled,NA,442,580,vQCpvpCFNYENPhuKK
slingshot,https://acnhcdn.com/latest/DIYRecipeIcon/ToolSlingshot.png,NA,5,hardwood,,,,,,,,,,,300,200,NA,NA,Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,2822,beige,ToolSlingshot,NA,111,29,Bbew7NAtvtH9wLJrD
small cardboard boxes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMovingboxS.png,NA,2,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,1,Housewares,3410,yellow,FtrMovingboxS,NA,2134,609,5dYMgBRhSgGpHNRcW
small wooden partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrScreenWoodS.png,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Housewares,13574,brown,FtrScreenWoodS,NA,324,1068,rFMut4HWxwhD3zJtN
snack bread,https://acnhcdn.com/latest/CookingIcon/FtrBreadbasketSweet.png,NA,3,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12824,color_70,FtrBreadbasketSweet,NA,12803,977,nG59LiHwWiEF38Dph
snazzy pansy wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathPansyMix.png,NA,3,orange pansies,3,blue pansies,3,yellow pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5748,green,FtrDoorOrnamentWreathPansyMix,NA,7858,451,vyxRpZbkGm3iZo9FG
snowflake pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderSnow0.png,NA,6,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Equipment,7493,blue,BagShoulderSnow0,NA,7080,633,8b7zapAg4LJDda6Tk
snowflake wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallSnowCrystal00.png,NA,12,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,4855,blue,RoomTexWallSnowCrystal00,NA,7052,323,m8fufjb9uRvsqguGC
snowflake wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathIce.png,NA,4,snowflake,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,snowflakes,Yes,1.0.0,Yes,0,Wall-mounted,4375,blue,FtrDoorOrnamentWreathIce,NA,7040,222,syeDkgGnge76zBJ5y
snowperson head,https://acnhcdn.com/latest/DIYRecipeIcon/CapCostumeSnowball0.png,NA,1,large snowflake,5,snowflake,,,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Equipment,8609,blue,CapCostumeSnowball0,NA,6680,637,6TuttvHpXz8cBQAqa
space shuttle,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShuttle.png,NA,5,star fragment,10,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1444,silver,FtrShuttle,NA,2223,381,rh4nYL67r9Cy33pxj
spaghetti marinara,https://acnhcdn.com/latest/CookingIcon/FtrPastaTomato.png,NA,3,flour,1,tomato puree,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12838,color_66,FtrPastaTomato,NA,13001,1034,QSFKXkaFaAm9rBFHX
spaghetti napolitan,https://acnhcdn.com/latest/CookingIcon/FtrPastaNeapolitan.png,NA,3,flour,1,tomato puree,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,12840,color_69,FtrPastaNeapolitan,NA,13002,1033,Hn59YcoKveuzjnN7r
spiky fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceSharply.png,NA,8,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4358,brown,ItemFenceSharply,NA,584,553,KwQDAafZxyPRLtYFn
spooky arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnArch.png,NA,10,orange pumpkin,10,hardwood,3,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4083,purple,FtrHwnArch,NA,5809,205,RBhByrwzg8nnqsJfZ
spooky candy set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnSweets.png,NA,1,orange pumpkin,3,candy,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,12951,purple,FtrHwnSweets,NA,5805,732,dyC4hLvys8un93KRX
spooky carriage,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnCarriage.png,NA,30,orange pumpkin,20,hardwood,20,wood,20,softwood,10,iron nugget,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Housewares,4087,purple,FtrHwnCarriage,NA,5810,208,n6TrytnSYHGe9bASH
spooky chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnChairS.png,NA,3,orange pumpkin,3,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4089,purple,FtrHwnChairS,NA,5800,210,d2EFid4QeEKToKPTC
spooky cookies,https://acnhcdn.com/latest/CookingIcon/FtrHwnCookie.png,NA,1,flour,1,orange pumpkin,1,yellow pumpkin,1,white pumpkin,1,green pumpkin,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,2.0.0,Yes,0,Sweet,14552,color_74,FtrHwnCookie,NA,15101,1016,ZwsGknzccGPsJ7ct4
spooky fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceHalloween.png,NA,3,orange pumpkin,5,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Other,13275,purple,ItemFenceHalloween,NA,5890,737,CeZmnyqJzePbykYgb
spooky garland,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnDecorationWall.png,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Wall-mounted,13222,purple,FtrHwnDecorationWall,NA,5830,734,ujn6dXq5em2zphcob
spooky lantern,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnLantern.png,NA,4,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,4088,purple,FtrHwnLantern,NA,5803,209,vnyxqjfAdq4QzGzou
spooky lantern set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnLanternset.png,NA,4,orange pumpkin,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4092,purple,FtrHwnLanternset,NA,5804,212,9g3bAjrNQaArPsJHg
spooky scarecrow,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnScarecrow.png,NA,3,orange pumpkin,4,wood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4084,purple,FtrHwnScarecrow,NA,5807,206,4s5ztCbM9yLi9Pby9
spooky standing lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnStand.png,NA,3,orange pumpkin,5,hardwood,1,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,12949,purple,FtrHwnStand,NA,5802,733,jZS8vhJwagkJP5v6q
spooky table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnTableL.png,NA,14,orange pumpkin,10,softwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4090,purple,FtrHwnTableL,NA,5801,202,uPRm5RYiDS6oeiS3c
spooky table setting,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnTablesetting.png,NA,1,orange pumpkin,1,iron nugget,1,clay,,,,,,,NFS,200,NA,NA,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Miscellaneous,13223,purple,FtrHwnTablesetting,NA,5806,735,7HGH5jC589CDhb5JG
spooky tower,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnTower.png,NA,7,orange pumpkin,,,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4086,purple,FtrHwnTower,NA,5808,207,wcPdQconPscGvPiyi
spooky treats basket,https://acnhcdn.com/latest/DIYRecipeIcon/ToolBasketHalloween.png,NA,1,orange pumpkin,2,candy,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Other,14542,purple,ToolBasketHalloween,NA,5892,982,RSgbEQFsoAeQFSNxM
spooky tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnTree.png,NA,5,orange pumpkin,10,hardwood,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Housewares,14550,purple,FtrHwnTree,NA,5812,980,pjGZejrBZdQRQCXxk
spooky trick lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHwnbox.png,NA,4,orange pumpkin,4,iron nugget,,,,,,,,,NFS,200,NA,NA,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Miscellaneous,14551,purple,FtrHwnbox,NA,5811,981,sj3TG2AwFHwvFKyix
spooky wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickHalloween.png,NA,1,spooky lantern,3,star fragment,,,,,,,,,NFS,200,NA,NA,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Tools,13237,purple,ToolStickHalloween,NA,5891,736,NezqnbME9DWhuM88n
squid-ink curry,https://acnhcdn.com/latest/CookingIcon/FtrNancurrySquidink.png,NA,3,flour,1,squid,,,,,,,,,NFS,200,NA,NA,Catching a squid,,NA,NA,2.0.0,Yes,0,Savory,14120,color_77,FtrNancurrySquidink,NA,13106,928,cEPu55zJpNmEr4Z7S
squid-ink spaghetti,https://acnhcdn.com/latest/CookingIcon/FtrPastaSquidink.png,NA,3,flour,1,squid,,,,,,,,,NFS,200,NA,NA,Catching a squid,,NA,NA,2.0.0,Yes,0,Savory,12835,color_65,FtrPastaSquidink,NA,13003,1035,pMQh8qdyYAb3PyQQP
stack of books,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBooks.png,NA,5,book,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1759,yellow,FtrBooks,NA,2100,196,wRs5mmgErDd3guzAD
stacked bottle crates,https://acnhcdn.com/latest/DIYRecipeIcon/FtrJuicecase.png,NA,2,bottle crate,1,wood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,2.0.0,Yes,50,Miscellaneous,922,yellow,FtrJuicecase,NA,2170,1062,HhoqQr8CFzMsDTWWn
stacked fish containers,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBasketFishPile.png,NA,3,fish container,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,2.0.0,Yes,50,Housewares,13606,yellow,FtrBasketFishPile,NA,2164,1056,sj5GfFECFkfrB6LwK
stacked magazines,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMagagine.png,NA,6,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1861,yellow,FtrMagagine,NA,2111,197,3gMLM9p6vJS37zTZe
stacked senmaizuke barrels,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPicklesTurnipPile.png,NA,2,senmaizuke barrel,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Housewares,14187,white,FtrPicklesTurnipPile,NA,1982,841,zp9AkBFdd73aRM6sR
stacked shopping baskets,https://acnhcdn.com/latest/DIYRecipeIcon/FtrShoppingbasket.png,NA,5,shopping basket,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,50,Housewares,13210,yellow,FtrShoppingbasket,NA,2163,1055,Rg4tdYk8rX9oCfpAZ
stacked-wood wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallFireWood00.png,NA,15,hardwood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4844,brown,RoomTexWallFireWood00,NA,528,314,NNmn5yJHFnwDWkcRN
stall,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFloat.png,NA,12,wood,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,3617,brown,FtrFloat,NA,438,596,Et4TyaGdqojFhBPej
standard umbrella stand,https://acnhcdn.com/latest/DIYRecipeIcon/FtrUmbrellastand.png,NA,3,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,3445,dark gray,FtrUmbrellastand,NA,907,169,vXFQZrMwx56imYidt
star clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarClock.png,NA,3,star fragment,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,7253,silver,FtrStarClock,NA,2230,514,2svknEfP5LbMe6Qur
star head,https://acnhcdn.com/latest/DIYRecipeIcon/CapCostumeStar0.png,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,9862,silver,CapCostumeStar0,NA,2280,628,ruy96poyPqtxc5K4Y
star pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderStar0.png,NA,6,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Equipment,7489,silver,BagShoulderStar0,NA,2281,627,4fJpnNtzwpyCgJcNg
star wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolChangeStick.png,NA,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,2544,silver,ToolChangeStick,NA,2291,523,yv5a3yQPS9tmBjhaP
starry garland,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarDecorationWall.png,NA,10,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wall-mounted,6827,silver,FtrStarDecorationWall,NA,2231,430,9LShEjECc39Sdyxzt
starry wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallStarPrint00.png,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5528,silver,RoomSpWallStarPrint00,NA,2251,286,dZ74auFDK9GYNkEnK
starry-sands flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSandStar00.png,NA,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,7239,white,RoomTexFloorSandStar00,NA,4261,667,eR5A2YsGKuygX85s2
starry-skies rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugRoundZodiacM00.png,NA,1,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,2.0.0,Yes,100,Rugs,12521,silver,RugRoundZodiacM00,NA,2271,989,iseotF8s3KhwJiCw5
starry-sky wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallStarSky00.png,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5500,silver,RoomSpWallStarSky00,NA,2250,294,k4Fuy56j7X2gnPbhq
steamer-basket set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBasketsteamer.png,NA,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Miscellaneous,3344,green,FtrBasketsteamer,NA,3003,382,Z7Bb4ApKb6B8pNne2
steel flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSteel00.png,NA,7,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Floors,4960,dark gray,RoomTexFloorSteel00,NA,955,489,9ey59kSpvYXFaFzLz
steel pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWallPillarSteel.png,NA,4,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14599,color_53,FtrWallPillarSteel,NA,982,834,ANiQQA4Qm9sADWu3z
steel-frame wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallSteel00.png,NA,8,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4801,dark gray,RoomTexWallSteel00,NA,950,325,zStKcz96GL8oDdLW9
stone arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockArch.png,NA,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11941,light gray,FtrRockArch,NA,809,652,6nZpvNEdHwxMgNtYC
stone axe,https://acnhcdn.com/latest/DIYRecipeIcon/ToolAxeStoneNormal.png,NA,1,flimsy axe,3,wood,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5856,beige,ToolAxeStoneNormal,NA,101,285,RYD96qHETZn2ex3EP
stone fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceStone.png,NA,4,stone,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,5212,light gray,ItemFenceStone,NA,870,266,SeyEuJLjP22oEeN2x
stone lion-dog,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSekishishi.png,NA,24,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,7795,light gray,FtrSekishishi,NA,816,570,qLZ2ZtquCBHWMF9Ke
stone stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStoneChair.png,NA,3,stone,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3398,light gray,FtrStoneChair,NA,800,104,zAdsd8FZE7z3BzvJz
stone table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStoneTable.png,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3397,light gray,FtrStoneTable,NA,801,105,4ieu6E9Qf95NaSJGc
stone tablet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockMonument.png,NA,12,stone,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11943,light gray,FtrRockMonument,NA,817,651,DoFhuq2qKsiTHz6T6
stone wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallBasement00.png,NA,10,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,5216,light gray,RoomTexWallBasement00,NA,850,318,jkx7FkcrQdSWPqno2
stone-egg outfit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceRibNEggrock0.png,NA,3,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12450,yellow,TopsTexOnepieceRibNEggrock0,NA,8664,677,xrQW5CeTyHda2fcut
stone-egg shell,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatEggrock0.png,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12440,yellow,CapHatEggrock0,NA,8663,676,bC74Ws22wnGThm6Mh
stone-egg shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesLowcutEggrock0.png,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12456,yellow,ShoesLowcutEggrock0,NA,8665,678,qjuG3PA8rJWbnu5Qp
stonework kitchen,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKitchenStone.png,NA,30,stone,15,clay,10,iron nugget,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Housewares,13496,light gray,FtrKitchenStone,NA,822,1040,Z6W4qqqRYBssWmcKE
straw fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceDriedStraw.png,NA,10,clump of weeds,3,wood,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4356,green,ItemFenceDriedStraw,NA,1290,552,WpBzuYymcgmxSCn2m
straw umbrella hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatSandogasa0.png,NA,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Equipment,7254,green,CapHatSandogasa0,NA,1283,606,ADu83C55zHi4DfoFp
street piano,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPianoStreet.png,NA,1,upright piano,1,painting set,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,100,Housewares,11942,yellow,FtrPianoStreet,NA,2161,654,fXE4EShKRk3pRX58g
succulent plant,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPlantSucculents.png,NA,10,clump of weeds,1,empty can,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 empty can,NA,NA,1.0.0,Yes,0,Miscellaneous,132,green,FtrPlantSucculents,NA,1201,190,YyxnntEPTDukJaRfY
sugar,https://acnhcdn.com/latest/CookingIcon/FlourSugar.png,NA,5,sugarcane,,,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Savory,13997,color_61,FlourSugar,NA,12003,906,88qvbm9bWHWpWvvRZ
sugar crepe,https://acnhcdn.com/latest/CookingIcon/FtrCrepeSugar.png,NA,2,flour,2,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13977,color_68,FtrCrepeSugar,NA,14601,886,FnR2XMW9g6kupa5pC
summer-shell rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherShellSnailM00.png,NA,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.6.0,Yes,0,Rugs,12217,white,RugOtherShellSnailM00,NA,4270,757,G5P9xnup3Aps3skQX
