Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
simple wall shelf,https://acnhcdn.com/latest/FtrIcon/FtrSimpleShelfWall_Remake_4_0.png,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Yellow,Yellow,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_4_0,4_0,12997,CrFX8rBq9hCeBAGme
simple wall shelf,https://acnhcdn.com/latest/FtrIcon/FtrSimpleShelfWall_Remake_5_0.png,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Green,Green,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_5_0,5_0,12997,k9oga69Sv58bEbBsQ
simple wall shelf,https://acnhcdn.com/latest/FtrIcon/FtrSimpleShelfWall_Remake_6_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Aqua,Aqua,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_6_0,6_0,12997,uLfCtf6q2CPWYP2dj
simple wall shelf,https://acnhcdn.com/latest/FtrIcon/FtrSimpleShelfWall_Remake_7_0.png,Purple,Color,NA,NA,No,No,No,NA,NA,None,1000,860,215,Purple,Purple,770,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,simple,None,None,No,Chest,No,No lighting,No,For sale,2.0.0,Yes,FtrSimpleShelfWall_Remake_7_0,7_0,12997,Yyf6rgDjqFyJhJ4AD
skateboard wall rack,https://acnhcdn.com/latest/FtrIcon/FtrSkateboardWall_Remake_0_0.png,Simple,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Beige,Brown,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_0_0,0_0,13580,NFabbCrXoPiQHENgk
skateboard wall rack,https://acnhcdn.com/latest/FtrIcon/FtrSkateboardWall_Remake_1_0.png,Pop,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Colorful,Brown,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_1_0,1_0,13580,pSKZjHXFSH4T2zppc
skateboard wall rack,https://acnhcdn.com/latest/FtrIcon/FtrSkateboardWall_Remake_2_0.png,Pastel,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Pink,Yellow,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_2_0,2_0,13580,kEk7hERTFcGbp78Wt
skateboard wall rack,https://acnhcdn.com/latest/FtrIcon/FtrSkateboardWall_Remake_3_0.png,Cool,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Black,Gray,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_3_0,3_0,13580,MxLjjRjTqtZHHHtzq
skateboard wall rack,https://acnhcdn.com/latest/FtrIcon/FtrSkateboardWall_Remake_4_0.png,Damaged,Style,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1425,Brown,Beige,NA,NA,1x1.5,Crafting,,NA,NA,103,child's room,sports,None,None,None,No,Sports,No,No lighting,No,Not for sale,2.0.0,Yes,FtrSkateboardWall_Remake_4_0,4_0,13580,qYRY9pfDo7eXu99J6
skull doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorPlateSkull_Remake_0_0.png,Brown,Color,NA,NA,No,No,No,NA,NA,None,1000,540,135,Beige,Brown,490,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,horror,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorPlateSkull_Remake_0_0,0_0,4738,SSNsa9u4Mx9o6MXPL
skull doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorPlateSkull_Remake_1_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1000,540,135,White,Red,490,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,horror,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorPlateSkull_Remake_1_0,1_0,4738,Bo5vASB3d9iGQwk6C
snazzy pansy wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathPansyMix.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Red,Blue,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathPansyMix,NA,5748,hDZETp4cwqfgSeQ9c
snowflake wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathIce.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1600,Aqua,White,NA,NA,1x1,Crafting,,snowflakes,Yes,201,freezing cold,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathIce,NA,4375,3qG6tze7DpgvtKtq2
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_0_0.png,Black,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Black,Green,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_0_0,0_0,5310,97PqJgCNW7WQfCe9M
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_1_0.png,Yellow,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Yellow,Purple,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_1_0,1_0,5310,BNvqbRNwWuhazaeg4
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_2_0.png,Green,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Green,Red,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_2_0,2_0,5310,3pEQ9cD93Bhx4Q7z4
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_3_0.png,Pink,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Pink,Aqua,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_3_0,3_0,5310,QTHckAjLBY2edZvFG
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_4_0.png,Purple,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Purple,Green,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_4_0,4_0,5310,nRYyN3q65kg4uSLCg
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_5_0.png,Red,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Red,Blue,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_5_0,5_0,5310,DHf8kXnuugg965tkw
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_6_0.png,Gray,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Gray,Purple,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_6_0,6_0,5310,KuuT6PosCPBtWH5cM
spider doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateInsect_Remake_7_0.png,Blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Blue,Red,NA,NA,1x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,child's room,horror,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentPlateInsect_Remake_7_0,7_0,5310,fhtXHY3GNB4QBkuQJ
spider web,https://acnhcdn.com/latest/FtrIcon/FtrSpiderweb.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,25,White,White,NA,NA,2x1,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,501,local,horror,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrSpiderweb,NA,3817,qmLbJD4ZHuhJ78APn
spooky garland,https://acnhcdn.com/latest/FtrIcon/FtrHwnDecorationWall_Remake_0_0.png,Orange,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Orange,Purple,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_0_0,0_0,13222,5mKLmvbCqdHsdiYGZ
spooky garland,https://acnhcdn.com/latest/FtrIcon/FtrHwnDecorationWall_Remake_1_0.png,Yellow,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Yellow,Colorful,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_1_0,1_0,13222,G3HfzYXpMJZmiwRNY
spooky garland,https://acnhcdn.com/latest/FtrIcon/FtrHwnDecorationWall_Remake_2_0.png,Green,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,Green,Brown,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_2_0,2_0,13222,DtzyiCS9op3z3X7AE
spooky garland,https://acnhcdn.com/latest/FtrIcon/FtrHwnDecorationWall_Remake_3_0.png,Monochrome,Pumpkin color,NA,NA,Yes,Yes,No,NA,3,Pumpkin,2400,NFS,1650,White,Black,NA,NA,2x1,Crafting; All villagers,Trade candy or a lollipop with a villager,Halloween,Yes,231,horror,party,spooky,None,None,No,Supplies,No,Emission,No,Not for sale,1.5.0,Yes,FtrHwnDecorationWall_Remake_3_0,3_0,13222,hGsJCxAoaM2uDeDYN
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Yellow,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_0_0,0_0,6827,TLufk7Lr6iMdDXb38
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_1_0.png,Green,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Green,Green,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_1_0,1_0,6827,LhpT8K5dju3dprewT
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Aqua,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_2_0,2_0,6827,G6tvoRQfvLBahQCkX
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_3_0.png,Purple,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Purple,Purple,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_3_0,3_0,6827,3WLSFAmJsBmyNmeWo
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_4_0.png,Pink,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Pink,Pink,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_4_0,4_0,6827,tB8TaCLvyDt9SEgj5
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_5_0.png,Orange,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,Orange,Orange,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_5_0,5_0,6827,DHCxpmAhBsakwJtXF
starry garland,https://acnhcdn.com/latest/FtrIcon/FtrStarDecorationWall_Remake_6_0.png,White,Color,NA,NA,Yes,Yes,No,NA,7,Normal,5200,NFS,5000,White,White,NA,NA,2x1,Crafting,,NA,NA,103,space,fancy,stars,None,None,Yes,Supplies,No,Emission,No,Not for sale,1.0.0,Yes,FtrStarDecorationWall_Remake_6_0,6_0,6827,ymYmGbxEF6KzzFP7c
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_0_0.png,White,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,White,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_0_0,0_0,7190,dZEmxTttRksH6RNr3
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_1_0.png,Yellow,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Yellow,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_1_0,1_0,7190,esq6DpHWC3sSyuCZ8
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_2_0.png,Orange,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Orange,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_2_0,2_0,7190,eaXb34akv5n9cPgc4
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_3_0.png,Red,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Red,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_3_0,3_0,7190,FJHXYbC7vT8ouWau7
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_4_0.png,Pink,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Pink,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_4_0,4_0,7190,HQvbfkjjHQkHqiE8q
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_5_0.png,Purple,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Purple,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_5_0,5_0,7190,2ajbEp8rxFpuwDXGS
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_6_0.png,Blue,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Blue,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_6_0,6_0,7190,zkMtS2fshTnxmFRHx
studio wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_7_0.png,Green,Light color,NA,NA,No,No,No,NA,NA,None,1000,2300,575,Black,Green,2100,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,concert,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,1.0.0,Yes,FtrLampSpotWall_Remake_7_0,7_0,7190,XFQsTNW6NfWDPp4kD
study poster,https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_0_0.png,Alphabet,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Red,Colorful,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_0_0,0_0,3584,eqDMnWHyBDS7S9uAg
study poster,https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_1_0.png,Multiplication tables,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Aqua,Colorful,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_1_0,1_0,3584,mnXbHGP24sw8qumWP
study poster,https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_2_0.png,Periodic table,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,White,Black,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_2_0,2_0,3584,rPp3dMLX9ieBg3cz4
study poster,https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_3_0.png,Constellations,Variation,NA,NA,No,No,No,NA,NA,None,1000,640,160,Black,Black,580,Poki,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,school,None,study,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrStudyposter_Remake_3_0,3_0,3584,Z5Hq3QpNzSEydKq42
stylish wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrSimpleLampSpotWall_Remake_0_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,White,White,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_0_0,0_0,13300,qRwcdDqGHDa5ajGPr
stylish wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrSimpleLampSpotWall_Remake_1_0.png,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,Black,Black,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_1_0,1_0,13300,nb4DdyEiwdpmXXaWF
stylish wall spotlight,https://acnhcdn.com/latest/FtrIcon/FtrSimpleLampSpotWall_Remake_2_0.png,Silver,Color,NA,NA,No,No,No,NA,NA,None,1000,2700,675,Gray,Gray,2400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,apparel shop,facility,None,None,Lighting,Yes,Lamp,No,Spotlight,No,For sale,2.0.0,Yes,FtrSimpleLampSpotWall_Remake_2_0,2_0,13300,WHCPnxFreKNsPJFoL
surveillance camera,https://acnhcdn.com/latest/FtrIcon/FtrSurveillance.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1000,250,White,Gray,900,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,horror,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrSurveillance,NA,1165,urRi7eEm3v22KrCWK
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_0_0.png,Geometric pattern,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,Red,Aqua,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_0_0,0_0,704,oP8Ynvx6KWsa7QJkd
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_1_0.png,Animal,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,Green,White,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_1_0,1_0,704,Az7R4zy8CYeydLk3F
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_2_0.png,Floral,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,Red,Green,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_2_0,2_0,704,hYyk8eWRwTb8d8mem
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_3_0.png,Fairy tale,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,White,Red,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_3_0,3_0,704,6dg6HvJQTkSxisZbc
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_4_0.png,Bird,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,White,Brown,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_4_0,4_0,704,cmNxBeH3P2yp7ha5n
tapestry,https://acnhcdn.com/latest/FtrIcon/FtrTapestry_Remake_5_0.png,Snow,Variation,NA,NA,No,No,No,NA,NA,None,1000,880,220,Blue,Aqua,790,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrTapestry_Remake_5_0,5_0,704,6P9ZoAiqcWY9tgPFA
throwback wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_0_0.png,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1700,4200,1050,Yellow,Red,3800,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,None,throwback,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_0_0,0_0,4756,AiwZ3CvnwHZMsRB4i
throwback wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_1_0.png,Red,Color,NA,NA,No,No,No,NA,NA,None,1700,4200,1050,Red,Blue,3800,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,None,throwback,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_1_0,1_0,4756,bQCYRWLLMbh8YHtea
throwback wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_2_0.png,Green,Color,NA,NA,No,No,No,NA,NA,None,1700,4200,1050,Green,Yellow,3800,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,None,throwback,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_2_0,2_0,4756,addfsHMh4AkZyDHt3
throwback wall clock,https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_3_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1700,4200,1050,Blue,Green,3800,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,child's room,None,throwback,None,Clock,Yes,Clock,No,No lighting,No,For sale,1.0.0,Yes,FtrBoyClockWall_Remake_3_0,3_0,4756,85RJkcyHQGMSjdsy9
