Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine2.png,Blue,No,1920,480,51,Aqua,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine2,221,8883,bGeMrLon8qxra2Zgh
sailor-collar dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMarine1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMarine1.png,Navy blue,No,1920,480,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMarine1,221,8882,GH8CaAFNNiARE4n7F
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai1.png,White,No,2520,630,51,White,Black,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,1,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai1,1452,550,8PXmgZcfkRLN7yDa2
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai0.png,Black,No,2520,630,51,Black,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,2,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai0,1452,14764,v4wrJpogapfyafkZK
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai5.png,Vermilion,No,2520,630,51,Red,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,3,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai5,1452,554,tSRdsHQfg4LqxAspE
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai6.png,Light pink,No,2520,630,51,Pink,Pink,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,4,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai6,1452,555,ziRv7JfEpSs9XB5vc
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai3.png,Pale orange,No,2520,630,51,Yellow,Brown,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,5,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai3,1452,552,Ap2STBXCj5tYtuiY4
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai4.png,Sky blue,No,2520,630,51,Aqua,Gray,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,6,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai4,1452,553,hzo5KPtFukds4JcX9
samurai hakama,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLSamurai2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLSamurai2.png,Blue,No,2520,630,51,Blue,Blue,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; fairy tale,7,Yes,Kimono,L,For sale,2.0.0,Yes,TopsTexOnepieceKimonoLSamurai2,1452,551,T5Xuco3BZ268pZzWp
sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally0.png,Garnet,No,2520,630,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal,1,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally0,226,3685,H7zjMs2CtXeok5rsk
sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally2.png,Topaz,No,2520,630,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal,2,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally2,226,9150,mwesgzShjnGqcam6y
sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally1.png,Aquamarine,No,2520,630,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal,3,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally1,226,9149,2ie8Yj85zSaBvPCXa
sari,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongHSally3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHSally3.png,Amethyst,No,2520,630,51,Purple,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal,4,Yes,B-long,H,For sale,1.0.0,Yes,TopsTexOnepieceBlongHSally3,226,9151,CksoB685Q9GbhzbNF
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin2.png,Berry red,No,1600,400,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,1,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin2,24,7943,BswBz2tKc6KjZHai3
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin4.png,Pink,No,1600,400,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,2,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin4,24,7945,4PazY6CPKcYG853bC
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin0.png,Green,No,1600,400,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,3,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin0,24,2599,CxKuMegSNGhMz3rKi
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin1.png,Blue,No,1600,400,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,4,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin1,24,7942,ktZsz2KmuzJhnTqSK
satin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSatin3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSatin3.png,Purple,No,1600,400,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Gorgeous,Elegant,formal; party; theatrical,5,Yes,Balloon,N,For sale,1.0.0,Yes,TopsTexOnepieceBalloonNSatin3,24,7944,nuZ8p5wjbtgSfGFpq
school smock,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLSchoolsmockNavy.png,NA,No,2000,500,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,formal,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLSchoolsmockNavy,788,5567,Fn9HMhNM7X3fcXA7w
security uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPoliceNavy.png,NA,No,2240,560,51,Blue,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLPoliceNavy,186,3565,ZYAf7Fapxej7w65xx
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins4.png,White,No,2240,560,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,1,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins4,214,7873,BuDqa6JMMYCeiTB26
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins2.png,Black,No,2240,560,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,2,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins2,214,7871,9TMuPJBo7ibGRCvJM
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins1.png,Red,No,2240,560,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,3,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins1,214,7870,Cm2r7BxYxhX7iBx4p
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins0.png,Pink,No,2240,560,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,4,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins0,214,3659,mEiKapqkYXbhi4gZb
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins3.png,Yellow,No,2240,560,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,5,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins3,214,7872,hSJgQdBRd3RGNP57K
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins7.png,Green,No,2240,560,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,6,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins7,214,7876,Z9B6zBJFbwDa9eJf7
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins5.png,Blue,No,2240,560,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,7,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins5,214,7874,KAYNtyYfxnG2ykpjc
sequin dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNSequins6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNSequins6.png,Purple,No,2240,560,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,8,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins6,214,7875,f7NhaAnSyzrtxJrjm
shamrock suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLShamrock0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLShamrock0.png,NA,No,3000,750,51,Green,Yellow,1x1,NA,NA,Able Sisters,,Shamrock Day,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,fairy tale; party; theatrical,1,Yes,Salopette,L,For sale,1.8.0,Yes,TopsTexOnepieceSalopetteLShamrock0,1352,14236,9nkpru5fPgLakJjhP
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl0.png,Black,No,2000,500,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl0,403,4489,94qmidkBKP7pPtEaJ
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl3.png,Red,No,2000,500,51,Red,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl3,403,8597,9o4vMruAXj3K4u2md
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl1.png,Ochre,No,2000,500,51,Orange,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Elegant,Simple,everyday; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl1,403,8595,MfKkMEJx8bLmqz47x
shawl-and-dress combo,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLShawl2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLShawl2.png,Green,No,2000,500,51,Green,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl2,403,8596,AAD3e8vu73db6EH2s
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep0.png,White,No,1700,425,51,White,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep0,362,4431,oQgFFZf8QXnuhcNzZ
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep1.png,Pink,No,1700,425,51,Pink,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep1,362,9635,ijsXG5Yo6Tnh4NYdi
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep2.png,Light blue,No,1700,425,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep2,362,9636,axRoBAAbPMHvWXESy
sheep costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNSheep3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNSheep3.png,Brown,No,1700,425,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,4,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep3,362,9637,MH9MP4ibb4aSsQDqc
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid4.png,Red,No,3500,875,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,1,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid4,492,8249,G3etertjgwY9q2qpW
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid0.png,Pink,No,3500,875,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,2,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid0,492,4657,PL2y8BwTDFMLkoL7h
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid2.png,Yellow,No,3500,875,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,3,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid2,492,8247,qwqnysjizyqQifLfQ
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid3.png,Mint,No,3500,875,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,4,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid3,492,8248,eSYqNd8WAFmYLWriZ
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid1.png,Blue,No,3500,875,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,5,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid1,492,8246,cDET9RSWRKLHNj3zo
shell dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNMermaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNMermaid5.png,Purple,No,3500,875,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,6,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid5,492,8250,txPF8xBG6WmxLBTjr
shiromuku,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLPurewhite0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLPurewhite0.png,NA,No,4800,1200,51,White,White,1x1,NA,NA,Able Sisters,,Wedding Season (Nook Shopping),Yes,All Year,All Year,NA,Womanly,Womanly,Elegant,Simple,formal; party,1,Yes,Kimono,L,For sale,1.10.0,Yes,TopsTexOnepieceKimonoLPurewhite0,1377,14282,NbRE6evFFq6zpsaWt
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt2.png,Olive,No,1600,400,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt2,154,8950,RmdJp9KDJTuQvTtDA
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt0.png,Navy blue,No,1600,400,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt0,154,3386,Qj9YzgCyGXzmXZHXN
shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLShirt1.png,Beige,No,1600,400,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt1,154,8949,atqTiXb2GoHX43vci
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison4.png,Black,No,1680,420,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,1,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison4,483,8025,WcnwgprjRvD6jPwZJ
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison3.png,Pink,No,1680,420,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,2,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison3,483,8024,K76M9wwJ9w3vQ33fu
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison1.png,Light blue,No,1680,420,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,3,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison1,483,8022,LRoJm3BewfyodbjRw
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison2.png,Blue,No,1680,420,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,4,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison2,483,8023,2P6mgT69hYvLgpWti
shorts outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteNCombinaison0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteNCombinaison0.png,Brown,No,1680,420,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,5,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison0,483,4617,K44QTdGfj4NZagp4y
simple checkered dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPlaid0.png,Pink,No,1200,300,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; fairy tale; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPlaid0,1039,8509,bPL69G2vFoWNGSyTW
