Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
sushi chef hat,https://acnhcdn.com/latest/ClosetIcon/CapHatItamae0.png,https://acnhcdn.com/latest/FtrIcon/CapHatItamae0.png,White,No,880,220,51,White,White,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae0,644,5281,DKpSqDbfvc7Ac3NWb
sushi chef hat,https://acnhcdn.com/latest/ClosetIcon/CapHatItamae1.png,https://acnhcdn.com/latest/FtrIcon/CapHatItamae1.png,Dark blue,No,880,220,51,Blue,Blue,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae1,644,11814,jSxawiyrbehb75eyJ
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim3.png,White,No,560,140,51,White,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim3,646,10755,uAS3Zs4ySQ4pyH6RT
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim4.png,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim4,646,10756,rr8CrNSDXd97hv7nG
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim2.png,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim2,646,10754,KQRwKkZbrS9Hp3Pqn
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim6.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim6.png,Pink,No,560,140,51,Pink,Pink,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim6,646,10758,TwmdLhEJvcAMW5uQd
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim0.png,Yellow,No,560,140,51,Yellow,Yellow,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim0,646,5283,4S6oMqjYboJTkYDYa
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim7.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim7.png,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim7,646,10759,udqqHrSyThDu74dYm
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim1.png,Light blue,No,560,140,51,Aqua,Aqua,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim1,646,10753,J8ptRi3hr9cA7ygw5
swimming cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSwim5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSwim5.png,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty; vacation,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSwim5,646,10757,ygBbSEHmCiJKFM2qa
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland1.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland1.png,Gray,No,NFS,500,451,Gray,Red,1x1,NA,NA,Gulliver,,NA,NA,All Year,Winter,NA,Free,Free,Elegant,Elegant,formal; work,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland1,936,11544,8MbGqyymgLtiQRKoe
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland0.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland0.png,Red,No,NFS,500,451,Red,Green,1x1,NA,NA,Gulliver,,NA,NA,All Year,Winter,NA,Free,Free,Elegant,Elegant,formal; work,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland0,936,6055,Qq6wLbwHJERy8iPM8
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland3.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland3.png,Green,No,NFS,500,451,Green,Orange,1x1,NA,NA,Gulliver,,NA,NA,All Year,Winter,NA,Free,Free,Elegant,Elegant,formal; work,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland3,936,11546,3kErrPCAe35tSu5D3
tam-o'-shanter,https://acnhcdn.com/latest/ClosetIcon/CapHatScotland2.png,https://acnhcdn.com/latest/FtrIcon/CapHatScotland2.png,Blue,No,NFS,500,451,Blue,Aqua,1x1,NA,NA,Gulliver,,NA,NA,All Year,Winter,NA,Free,Free,Elegant,Elegant,formal; work,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatScotland2,936,11545,74wMAqC9ZuKBRWFif
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel0.png,White,No,490,122,51,White,White,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel0,669,5311,3A87hGGENrpxFjCBM
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel1.png,Black,No,490,122,51,Black,Black,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel1,669,10767,QEsetWK6k6rA3KjT7
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel5.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel5.png,Berry red,No,490,122,51,Red,Red,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel5,669,10771,Cu6xAyJH8rCoWRJMb
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel4.png,Yellow,No,490,122,51,Yellow,Yellow,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel4,669,10770,uSWxzgQqkwXCTMdnz
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel2.png,Blue,No,490,122,51,Blue,Blue,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel2,669,10768,kgXFxnTS4aTbADwf8
terry-cloth do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTowel3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTowel3.png,Brown,No,490,122,51,Brown,Brown,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; comfy; sporty; work,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTowel3,669,10769,TuBbeoKqtgtPZZEGo
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap4.png,Pink,No,840,210,51,Pink,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap4,665,10929,HGt3DPCTNwisbCW9m
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap3.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap3.png,Orange,No,840,210,51,Orange,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap3,665,10928,Yzut5GCm5NybgcDdz
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap5.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap5.png,Cream,No,840,210,51,Yellow,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap5,665,10930,My8DR9fYtQhGtpQXL
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap7.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap7.png,Lime,No,840,210,51,Green,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap7,665,10932,6BN3G63JNZJ9jDhAL
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap2.png,Green,No,840,210,51,Green,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap2,665,10927,2kgwivjrJAf5ypjrF
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap0.png,Light blue,No,840,210,51,Aqua,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap0,665,5304,t4LGnGcdMvkBRWkTk
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap1.png,Blue,No,840,210,51,Blue,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap1,665,10926,vrvm6dSuy6M92diiv
terry-cloth nightcap,https://acnhcdn.com/latest/ClosetIcon/CapHatNightcap6.png,https://acnhcdn.com/latest/FtrIcon/CapHatNightcap6.png,Purple,No,840,210,51,Purple,White,1x1,760,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,fairy tale; comfy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatNightcap6,665,10931,QWqrKbreY36KWShd5
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara0.png,Silver,No,4300,1075,51,Gray,Blue,1x1,3900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,1,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara0,961,7412,wPnrbYEAzgiH4MBCr
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara1.png,Rose gold,No,4300,1075,51,Pink,Pink,1x1,3900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,2,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara1,961,9751,Dbzikn9yDDyrjfzhv
tiara,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCTiara2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCTiara2.png,Gold,No,4300,1075,51,Yellow,Green,1x1,3900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Elegant,Gorgeous,fairy tale; formal; party; theatrical,3,HeadHairOrnament_Top,Yes,For sale,1.0.0,Yes,CapOrnamentCTiara2,961,9752,KQMQb3f7wmZFduaPQ
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess0.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess0.png,Silver,No,2940,735,51,Gray,Colorful,1x1,2600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess0,1008,6092,dhMP2ThwJYzisAXRH
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess2.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess2.png,Rose gold,No,2940,735,51,Pink,Colorful,1x1,2600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,2,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess2,1008,9750,fsD6pcbWiDmdnF9Qr
tiara hair,https://acnhcdn.com/latest/ClosetIcon/CapWigPrincess1.png,https://acnhcdn.com/latest/FtrIcon/CapWigPrincess1.png,Gold,No,2940,735,51,Yellow,Colorful,1x1,2600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,3,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigPrincess1,1008,9749,EdQfDQxeZYBGryJop
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty0.png,Orange,No,560,140,51,Orange,Green,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,1,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty0,1422,14503,bgHFEwYTeuoibmbRq
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty1.png,Light blue,No,560,140,51,Aqua,Red,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,2,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty1,1422,14677,rQX4baCeWWGfpJwNv
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty2.png,Yellow,No,560,140,51,Yellow,Aqua,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,3,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty2,1422,14678,2urn848XhGyLAoM6R
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty3.png,Green,No,560,140,51,Green,Purple,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,4,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty3,1422,14679,EYKxAnkssTxmfEZWF
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty4.png,Purple,No,560,140,51,Purple,Orange,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,5,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty4,1422,14680,46NDBGv3vB4HbJ37Z
tiny party cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAParty5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAParty5.png,Red,No,560,140,51,Red,Yellow,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,party; theatrical,6,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAParty5,1422,14681,G2zJKysWMrXCHxE6g
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat1.png,White,No,2100,525,51,White,Blue,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat1,580,11033,NfzKSM4CXGwoitHMy
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat0.png,Black,No,2100,525,51,Black,Red,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat0,580,5129,YvQcqHBTgjgyuCG3W
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat4.png,Red,No,2100,525,51,Red,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat4,580,11036,uydvrPNDFed35vTaf
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat5.png,Blue,No,2100,525,51,Blue,Black,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat5,580,11037,AFCuyyQqrQGgLTC9G
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat3.png,Purple,No,2100,525,51,Purple,Purple,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat3,580,11035,Gn2rW4vjXj6vw5Gz6
top hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSilkhat2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSilkhat2.png,Brown,No,2100,525,51,Brown,Red,1x1,1900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,formal; party; theatrical; work,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSilkhat2,580,11034,My46PzCxXpEDuwAjQ
tough helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceBoss0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceBoss0.png,Black,No,5880,1470,51,Black,Yellow,1x1,5300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; goth,1,HeadFullFace,No,For sale,2.0.0,Yes,CapFullfaceBoss0,1451,14763,tFeecm7qnoNjiPtJh
tough helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceBoss1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceBoss1.png,Gold,No,5880,1470,51,Yellow,Red,1x1,5300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; goth,2,HeadFullFace,No,For sale,2.0.0,Yes,CapFullfaceBoss1,1451,527,7ufkX27mjN5fQYdwf
tough helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceBoss2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceBoss2.png,Silver,No,5880,1470,51,Gray,Blue,1x1,5300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; goth,3,HeadFullFace,No,For sale,2.0.0,Yes,CapFullfaceBoss2,1451,528,3KZKP9CYknTgvNifu
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine1.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine1.png,White,No,700,175,51,White,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,outdoorsy; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoorpine1,1153,12041,G4gbisnhEmJMw8cYR
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine4.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine4.png,Pink,No,700,175,51,Pink,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,outdoorsy; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoorpine4,1153,12111,uumdb44ZbxgskiAbQ
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine3.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine3.png,Yellow,No,700,175,51,Yellow,Orange,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,outdoorsy; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoorpine3,1153,12110,LMgNdZK7QocLfopTk
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine0.png,Mint,No,700,175,51,Green,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,outdoorsy; comfy; vacation,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoorpine0,1153,11061,EYbZgXS2NmCb4mqHj
tropical hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoorpine2.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoorpine2.png,Blue,No,700,175,51,Blue,Yellow,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,outdoorsy; comfy; vacation,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoorpine2,1153,12042,WbeLRLpQrRGG6JHbx
tropical turban,https://acnhcdn.com/latest/ClosetIcon/CapHatLuminousbandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatLuminousbandana0.png,Green,No,800,200,51,Yellow,Green,1x1,720,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Active,Simple,everyday; party; comfy; sporty,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatLuminousbandana0,1437,14689,ek9HhPD45Nz4ySXPM
tropical turban,https://acnhcdn.com/latest/ClosetIcon/CapHatLuminousbandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatLuminousbandana1.png,Red,No,800,200,51,Aqua,Red,1x1,720,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Active,Simple,everyday; party; comfy; sporty,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatLuminousbandana1,1437,273,CfMxpzjofjMyuhxDE
tropical turban,https://acnhcdn.com/latest/ClosetIcon/CapHatLuminousbandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatLuminousbandana2.png,Purple,No,800,200,51,Pink,Purple,1x1,720,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Active,Simple,everyday; party; comfy; sporty,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatLuminousbandana2,1437,274,tsTNZGKQEgKh3Y6PM
tsunokakushi,https://acnhcdn.com/latest/ClosetIcon/CapWigTsunokakushi0.png,https://acnhcdn.com/latest/FtrIcon/CapWigTsunokakushi0.png,NA,No,2940,735,51,White,Colorful,1x1,2600,Poki,Able Sisters,,Wedding Season (Nook Shopping),Yes,All Year,All Year,NA,Free,Free,Elegant,Simple,formal; party,1,Headgear_HasEar,Yes,For sale,1.10.0,Yes,CapWigTsunokakushi0,1374,14279,QiszKZAMnA5ZBfs5Q
tubeteika,https://acnhcdn.com/latest/ClosetIcon/CapHatUzbek0.png,https://acnhcdn.com/latest/FtrIcon/CapHatUzbek0.png,Red,No,NFS,500,451,Red,Brown,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Elegant,everyday; formal,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatUzbek0,1163,10913,QFGyvXwscrvo5e89i
