Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag1.png,Navy blue,No,1040,260,23,Blue,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,5,No,For sale,2.0.0,Yes,BagBackpackSchoolbag1,1396,261,SFupMsosQrxSYCwjN
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag4.png,Brown,No,1040,260,23,Brown,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,6,No,For sale,2.0.0,Yes,BagBackpackSchoolbag4,1396,264,MziaRbziRSrR8XrMC
shellfish pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderShell0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderShell0.png,NA,Yes,NFS,10800,201,White,White,1x1,NA,NA,Crafting,,summer shells,Yes,All Year,All Year,Free,Cute,Elegant,fairy tale; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderShell0,982,7494,XEsQxMf7k9qvjYxPF
simple backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSimple0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSimple0.png,Camel,No,1040,260,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownSimple0,1479,14843,46RJNMzFwzNwqK4BJ
simple backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSimple1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSimple1.png,Gray,No,1040,260,23,Gray,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownSimple1,1479,699,5AqHWzzspzWQBrkeJ
simple backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSimple2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSimple2.png,Black,No,1040,260,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,3,No,For sale,2.0.0,Yes,BagBackpackTownSimple2,1479,721,wQXGc6h9AaPKQNkMk
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote0.png,Red,No,920,230,23,White,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,ToolBagTote0,1513,14787,TjJmKPSpS5YvWRyLx
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote2.png,Yellow,No,920,230,23,White,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,ToolBagTote2,1513,358,XEhDmxKAguuTnaZ2p
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote3.png,Green,No,920,230,23,White,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,3,No,For sale,2.0.0,Yes,ToolBagTote3,1513,359,uqapgkphMr2xSCref
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote1.png,Blue,No,920,230,23,White,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,4,No,For sale,2.0.0,Yes,ToolBagTote1,1513,357,baKhef2uMjG9u5uew
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote5.png,Black & white,No,920,230,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,5,No,For sale,2.0.0,Yes,ToolBagTote5,1513,361,QgHjko5EaZJzeTcdo
simple tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagTote4.png,Beige,No,920,230,23,Beige,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,6,No,For sale,2.0.0,Yes,ToolBagTote4,1513,360,uMP95fiBP86EyCrrq
snowflake pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSnow0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSnow0.png,NA,Yes,NFS,2400,201,Aqua,White,1x1,NA,NA,Crafting,,snowflakes,Yes,All Year,All Year,Free,Elegant,Cool,fairy tale; party; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderSnow0,981,7493,gW7R4HX8hjZEHAFtB
spacey backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSpace2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSpace2.png,Pink,No,1280,320,23,Pink,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownSpace2,1482,687,j3ekuYNChEzbFwYHi
spacey backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSpace1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSpace1.png,Purple,No,1280,320,23,Green,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownSpace1,1482,686,TnLKmp7wRGv58oXiH
spacey backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownSpace0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownSpace0.png,Blue,No,1280,320,23,Blue,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,3,No,For sale,2.0.0,Yes,BagBackpackTownSpace0,1482,14840,A2HoiTh5o3kZfaPb9
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare1.png,Pink,No,1300,325,23,Pink,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,BagBackpackSquare1,989,11967,wN6jaJRRvg6cQZXhk
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare0.png,Yellow,No,1300,325,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,BagBackpackSquare0,989,7500,2RYepaMxTnXMZ9tXg
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare2.png,Green,No,1300,325,23,Green,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,BagBackpackSquare2,989,11968,rJain6G9X749mG5p7
square shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquare0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquare0.png,Black,No,920,230,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,BagShoulderSquare0,1469,14822,v2YbfRZAxvtYHebQC
square shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquare1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquare1.png,Beige,No,920,230,23,Beige,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,BagShoulderSquare1,1469,580,eKaCGGsdoK7RwTEsL
star pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderStar0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderStar0.png,NA,Yes,NFS,3000,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,Free,Cute,Gorgeous,fairy tale; party; vacation,1,No,Not for sale,1.0.0,Yes,BagShoulderStar0,977,7489,3WQ8vSWtHMjZ6YPtR
straw pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRattan0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderRattan0.png,NA,No,980,245,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Elegant,comfy; vacation,1,No,For sale,1.0.0,Yes,BagShoulderRattan0,976,7488,CGs3z4dKEkH82FDyq
striped basket bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagBasketborder0.png,Brown,No,1280,320,23,Beige,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; vacation,1,No,For sale,2.0.0,Yes,ToolBagBasketborder0,1504,14855,yb7uitAH93P7rKqNe
striped basket bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagBasketborder1.png,Black & white,No,1280,320,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; vacation,2,No,For sale,2.0.0,Yes,ToolBagBasketborder1,1504,362,GnEDsggSpDGP9ia7x
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds1.png,White,No,1560,390,23,White,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Cute,everyday; goth,1,No,For sale,1.0.0,Yes,BagBackpackStuds1,992,12006,e6iev2NrSfaxSg5nr
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds0.png,Black,No,1560,390,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Cute,everyday; goth,2,No,For sale,1.0.0,Yes,BagBackpackStuds0,992,7503,mTMCDJnwtFJzvQ9rs
sword in scabbard,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSword0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSword0.png,Red,No,9800,2450,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,1,No,For sale,2.0.0,Yes,BagShoulderSword0,1458,14785,Ti6Q8jF6RWqZNugdQ
sword in scabbard,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSword1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSword1.png,Blue,No,9800,2450,23,Blue,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,2,No,For sale,2.0.0,Yes,BagShoulderSword1,1458,711,JPyM7LmhhX5CmMebh
sword in scabbard,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSword2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSword2.png,Black,No,9800,2450,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Active,fairy tale; theatrical,3,No,For sale,2.0.0,Yes,BagShoulderSword2,1458,713,5gEjmPpj3WFRuhFdf
tackle bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFishing0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFishing0.png,NA,No,NFS,175,501,Blue,Orange,1x1,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,All Year,All Year,Free,Active,Active,outdoorsy; sporty; work,1,No,Not for sale,1.0.0,Yes,BagShoulderFishing0,966,7478,prkWCjgn7gTK4X8QH
tiny-flower-print tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagToteflower0.png,Pink,No,980,245,23,White,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,1,No,For sale,2.0.0,Yes,ToolBagToteflower0,1515,14856,ReXGHBzSxKfbAjPsK
tiny-flower-print tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagToteflower2.png,Yellow,No,980,245,23,White,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,2,No,For sale,2.0.0,Yes,ToolBagToteflower2,1515,364,qmksHJtPC2wdfyFQk
tiny-flower-print tote bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagToteflower1.png,Light blue,No,980,245,23,White,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday; fairy tale; outdoorsy,3,No,For sale,2.0.0,Yes,ToolBagToteflower1,1515,363,xM7mTGXFc8aeesQaq
tool bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTool0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTool0.png,NA,No,910,227,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; work,1,No,For sale,1.0.0,Yes,BagShoulderTool0,983,7497,KiXvv8fvv7CN5sFDx
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTown3.png,Red,No,1040,260,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BagBackpackTown3,957,11945,wkeZwbrp9BoHTEPRZ
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTown1.png,Orange,No,1040,260,23,Orange,Orange,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BagBackpackTown1,957,6839,aZasytqebQRikaZZZ
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTown0.png,Green,No,1040,260,23,Green,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BagBackpackTown0,957,6838,sm5eKnwyeNyKGXQLC
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTown2.png,Blue,No,1040,260,23,Blue,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BagBackpackTown2,957,11944,WGhvofsBw6pFs5c93
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel0.png,Pink,No,840,210,23,Pink,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,BagShoulderTravel0,958,2550,ygrWBZtknqDLLH8Rn
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel1.png,Green,No,840,210,23,Green,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,BagShoulderTravel1,958,12000,oX3GfBwtMfcQ4STtd
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel2.png,Light blue,No,840,210,23,Aqua,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,BagShoulderTravel2,958,12001,SSHDSgfSasCP6AgmW
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel3.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel3.png,Purple,No,840,210,23,Purple,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,BagShoulderTravel3,958,12002,HTjXg6MXwPZCwEtmJ
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackJourney0.png,Orange,No,2940,735,23,Orange,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,1,No,For sale,1.0.0,Yes,BagBackpackJourney0,988,7499,ag2m7kcBg83aCARGE
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackJourney1.png,Blue,No,2940,735,23,Blue,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,2,No,For sale,1.0.0,Yes,BagBackpackJourney1,988,11965,iprTWWTSARJtHTKqF
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackJourney2.png,Brown,No,2940,735,23,Brown,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,fairy tale; outdoorsy; work,3,No,For sale,1.0.0,Yes,BagBackpackJourney2,988,11966,ehhBAiZqTHaTExHYP
veggie-print eco bag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagEco0.png,NA,No,840,210,23,White,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,ToolBagEco0,1517,14642,2c3dbi4vXBJ4m93jg
woven-vine pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderVine0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderVine0.png,NA,Yes,NFS,500,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,Free,Active,Cute,outdoorsy; vacation,1,No,Not for sale,2.0.0,Yes,BagShoulderVine0,1358,14249,9obxvbNYBwWEyCDgG
zebra-print backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownZebra0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownZebra0.png,White,No,1680,420,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownZebra0,1478,14841,9TBWoimJRRKQAtPLr
zebra-print backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownZebra1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownZebra1.png,Yellow,No,1680,420,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownZebra1,1478,691,4Z8AEPoYdHBnWKWpP
zebra-print shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquareZebra0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquareZebra0.png,White,No,1480,370,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,BagShoulderSquareZebra0,1499,14895,Tgs49qZqeCRhwcjXS
zebra-print shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquareZebra1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquareZebra1.png,Yellow,No,1480,370,23,Yellow,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,BagShoulderSquareZebra1,1499,726,iR3Y5q357rdAgJf7R
zen clasp purse,https://acnhcdn.com/latest/ClosetIcon/BagShoulderGamaguchiJapan0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderGamaguchiJapan0.png,Dark blue,No,960,240,23,Blue,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,1,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan0,1491,14860,j2KQWS8koFrMCfFSB
zen clasp purse,https://acnhcdn.com/latest/ClosetIcon/BagShoulderGamaguchiJapan1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderGamaguchiJapan1.png,Wisteria,No,960,240,23,Yellow,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,2,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan1,1491,353,JPNKHa4Rj38xrtR6a
zen clasp purse,https://acnhcdn.com/latest/ClosetIcon/BagShoulderGamaguchiJapan2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderGamaguchiJapan2.png,Sky blue,No,960,240,23,Aqua,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cute,everyday,3,No,For sale,2.0.0,Yes,BagShoulderGamaguchiJapan2,1491,354,W6M48fGe9R2XamF9c
